dniCliente,fechaCreacion,orden,codigoEjercicio,cantidadSeries,cantidadRepeticiones,descansoSegundos,observaciones
37894230,2026-07-17,2,15,5,15,30,Mantener la técnica durante todo el ejercicio.
37894230,2026-07-17,3,34,4,9,30,Aumentar el peso si completa todas las series.
37894230,2026-07-17,4,17,5,14,90,
37894230,2026-07-17,5,47,4,12,45,Controlar la velocidad de ejecución.
37894230,2026-07-17,6,53,5,13,45,Evitar impulsos.
37894230,2026-07-17,7,42,4,10,120,Realizar el movimiento completo.
37894230,2026-07-17,8,26,5,12,45,
37894230,2026-07-17,9,36,3,9,90,Evitar impulsos.
37894230,2026-07-17,10,2,5,8,30,Aumentar el peso si completa todas las series.
37894230,2026-05-16,1,22,4,15,30,Aumentar el peso si completa todas las series.
37894230,2026-05-16,2,44,5,8,90,Realizar el movimiento completo.
37894230,2026-05-16,3,51,4,15,30,
37894230,2026-05-16,4,19,3,10,120,Aumentar el peso si completa todas las series.
37894230,2026-05-16,5,28,5,15,90,Controlar la velocidad de ejecución.
37894230,2026-05-16,6,47,3,8,30,Aumentar el peso si completa todas las series.
37894230,2026-05-16,7,27,3,12,60,Reducir el peso si pierde la técnica.
37894230,2026-05-16,8,45,5,11,45,
32002430,2026-07-13,1,8,5,11,60,Controlar la velocidad de ejecución.
32002430,2026-07-13,2,39,3,14,30,Evitar impulsos.
32002430,2026-07-13,3,53,4,14,60,
32002430,2026-07-13,4,43,4,15,30,Controlar la velocidad de ejecución.
32002430,2026-07-13,5,30,3,11,30,Controlar la velocidad de ejecución.
32002430,2026-07-13,6,46,5,10,30,
32002430,2026-07-13,7,32,5,12,45,Realizar el movimiento completo.
38613614,2026-02-08,1,11,3,9,60,Realizar el movimiento completo.
38613614,2026-02-08,2,48,5,14,45,Realizar el movimiento completo.
38613614,2026-02-08,3,21,5,11,60,
38613614,2026-02-08,4,20,5,12,30,
38613614,2026-02-08,5,19,3,15,60,Aumentar el peso si completa todas las series.
38613614,2026-02-08,6,29,5,9,45,Controlar la velocidad de ejecución.
38613614,2026-02-08,7,51,3,14,30,
38613614,2026-02-08,8,41,4,8,45,Aumentar el peso si completa todas las series.
38613614,2026-02-08,9,36,4,11,120,
38613614,2026-07-28,1,6,5,9,45,Mantener la técnica durante todo el ejercicio.
38613614,2026-07-28,2,41,3,15,60,
38613614,2026-07-28,3,28,4,11,30,Realizar el movimiento completo.
38613614,2026-07-28,4,40,3,13,60,Mantener la técnica durante todo el ejercicio.
38613614,2026-07-28,5,4,4,13,120,Reducir el peso si pierde la técnica.
38613614,2026-07-28,6,5,3,13,90,Mantener la técnica durante todo el ejercicio.
38613614,2026-07-28,7,13,3,11,30,Mantener la técnica durante todo el ejercicio.
35486313,2026-01-16,1,41,4,10,45,Evitar impulsos.
35486313,2026-01-16,2,8,3,12,60,
35486313,2026-01-16,3,51,5,11,30,Realizar el movimiento completo.
35486313,2026-01-16,4,27,5,15,120,Realizar el movimiento completo.
35486313,2026-01-16,5,32,5,14,45,
35486313,2026-01-16,6,18,4,15,45,Evitar impulsos.
35486313,2026-01-16,7,22,5,14,30,
35486313,2026-01-16,8,3,3,12,120,
35486313,2026-01-16,9,29,4,9,90,Evitar impulsos.
35486313,2026-02-04,1,15,5,14,45,Controlar la velocidad de ejecución.
35486313,2026-02-04,2,24,5,9,45,
35486313,2026-02-04,3,6,4,15,60,Controlar la velocidad de ejecución.
35486313,2026-02-04,4,32,4,11,60,
35486313,2026-02-04,5,49,5,13,90,Evitar impulsos.
35486313,2026-02-04,6,47,4,11,60,Realizar el movimiento completo.
35486313,2026-02-04,7,54,4,8,45,Aumentar el peso si completa todas las series.
35486313,2026-02-04,8,7,4,8,120,Aumentar el peso si completa todas las series.
35486313,2026-02-04,9,53,3,14,60,Mantener la técnica durante todo el ejercicio.
35486313,2026-02-04,10,20,3,14,45,Controlar la velocidad de ejecución.
35486313,2026-03-14,1,17,5,12,60,Reducir el peso si pierde la técnica.
35486313,2026-03-14,2,5,4,9,90,Mantener la técnica durante todo el ejercicio.
35486313,2026-03-14,3,23,5,13,90,Evitar impulsos.
35486313,2026-03-14,4,21,3,8,45,Controlar la velocidad de ejecución.
35486313,2026-03-14,5,36,4,15,60,Controlar la velocidad de ejecución.
35486313,2026-03-14,6,47,3,9,90,
35486313,2026-03-14,7,44,3,9,30,Reducir el peso si pierde la técnica.
35486313,2026-03-14,8,31,4,8,30,
35486313,2026-03-14,9,24,3,10,45,Aumentar el peso si completa todas las series.
35486313,2026-04-06,1,17,3,13,30,
35486313,2026-04-06,2,41,3,14,60,Realizar el movimiento completo.
35486313,2026-04-06,3,32,5,12,120,Reducir el peso si pierde la técnica.
35486313,2026-04-06,4,34,3,8,90,
35486313,2026-04-06,5,33,4,12,30,Realizar el movimiento completo.
35486313,2026-04-06,6,21,4,13,30,
35486313,2026-04-06,7,12,3,14,120,Evitar impulsos.
35486313,2026-04-06,8,27,3,11,120,Controlar la velocidad de ejecución.
35486313,2026-04-06,9,11,4,10,60,
35486313,2026-04-06,10,3,3,11,90,Mantener la técnica durante todo el ejercicio.
48433018,2026-01-25,1,19,5,10,120,Controlar la velocidad de ejecución.
48433018,2026-01-25,2,43,3,9,90,Realizar el movimiento completo.
48433018,2026-01-25,3,21,4,11,30,Mantener la técnica durante todo el ejercicio.
48433018,2026-01-25,4,6,3,13,60,Aumentar el peso si completa todas las series.
48433018,2026-01-25,5,53,3,13,90,
48433018,2026-01-25,6,14,5,10,60,Mantener la técnica durante todo el ejercicio.
48433018,2026-03-03,1,18,4,12,60,
48433018,2026-03-03,2,42,5,10,90,Realizar el movimiento completo.
48433018,2026-03-03,3,13,5,15,60,Realizar el movimiento completo.
48433018,2026-03-03,4,36,4,10,45,
48433018,2026-03-03,5,47,3,15,45,
48433018,2026-03-03,6,55,4,13,45,Evitar impulsos.
48433018,2026-03-03,7,10,3,15,30,Aumentar el peso si completa todas las series.
48433018,2026-03-03,8,53,4,12,30,Evitar impulsos.
48433018,2026-03-03,9,54,4,12,60,Controlar la velocidad de ejecución.
48433018,2026-03-03,10,41,3,12,120,Controlar la velocidad de ejecución.
48433018,2026-07-29,1,41,3,8,45,Realizar el movimiento completo.
48433018,2026-07-29,2,37,5,10,30,Controlar la velocidad de ejecución.
48433018,2026-07-29,3,49,4,10,45,
48433018,2026-07-29,4,2,3,8,90,Mantener la técnica durante todo el ejercicio.
48433018,2026-07-29,5,38,3,9,90,Controlar la velocidad de ejecución.
48433018,2026-07-29,6,15,5,14,30,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-08,1,41,3,13,30,Controlar la velocidad de ejecución.
37738658,2026-07-08,2,53,5,12,30,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-08,3,7,4,8,120,Evitar impulsos.
37738658,2026-07-08,4,14,4,13,45,Aumentar el peso si completa todas las series.
37738658,2026-07-08,5,6,4,8,90,
37738658,2026-07-08,6,24,4,9,45,Reducir el peso si pierde la técnica.
37738658,2026-07-08,7,49,4,10,120,Realizar el movimiento completo.
37738658,2026-07-17,1,34,3,8,30,Evitar impulsos.
37738658,2026-07-17,2,52,4,15,120,Aumentar el peso si completa todas las series.
37738658,2026-07-17,3,29,4,8,45,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-17,4,42,5,11,45,Aumentar el peso si completa todas las series.
37738658,2026-07-17,5,2,5,8,60,Realizar el movimiento completo.
37738658,2026-07-17,6,17,5,13,90,Aumentar el peso si completa todas las series.
37738658,2026-07-17,7,47,5,9,45,Reducir el peso si pierde la técnica.
37738658,2026-07-17,8,36,5,11,90,
37738658,2026-07-24,1,34,4,13,60,Reducir el peso si pierde la técnica.
37738658,2026-07-24,2,47,4,13,30,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-24,3,39,3,14,30,Reducir el peso si pierde la técnica.
37738658,2026-07-24,4,52,5,10,30,Reducir el peso si pierde la técnica.
37738658,2026-07-24,5,15,4,14,120,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-24,6,26,5,9,30,Reducir el peso si pierde la técnica.
37738658,2026-07-24,7,10,3,11,45,
37738658,2026-07-24,8,43,3,8,60,Realizar el movimiento completo.
37738658,2026-07-24,9,28,5,9,120,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-24,10,16,4,13,60,
37738658,2026-07-29,1,8,5,11,30,
37738658,2026-07-29,2,39,4,10,120,Reducir el peso si pierde la técnica.
37738658,2026-07-29,3,4,3,11,60,Controlar la velocidad de ejecución.
37738658,2026-07-29,4,16,5,10,60,Realizar el movimiento completo.
37738658,2026-07-29,5,32,3,15,30,Mantener la técnica durante todo el ejercicio.
37738658,2026-07-29,6,45,4,14,90,Mantener la técnica durante todo el ejercicio.
44537089,2026-07-19,1,43,3,11,45,
44537089,2026-07-19,2,42,3,12,45,
44537089,2026-07-19,3,17,5,13,45,Realizar el movimiento completo.
44537089,2026-07-19,4,10,5,9,45,
44537089,2026-07-19,5,49,5,13,60,Evitar impulsos.
44537089,2026-07-19,6,33,3,15,60,Mantener la técnica durante todo el ejercicio.
44537089,2026-07-19,7,36,3,11,60,Reducir el peso si pierde la técnica.
44537089,2026-07-19,8,18,5,9,90,
44537089,2026-07-11,1,32,3,14,45,Mantener la técnica durante todo el ejercicio.
44537089,2026-07-11,2,27,3,9,90,Aumentar el peso si completa todas las series.
44537089,2026-07-11,3,47,3,14,30,Realizar el movimiento completo.
44537089,2026-07-11,4,12,3,14,30,Mantener la técnica durante todo el ejercicio.
44537089,2026-07-11,5,17,5,8,60,
44537089,2026-07-11,6,24,4,9,120,Mantener la técnica durante todo el ejercicio.
44537089,2026-07-11,7,41,4,12,60,Realizar el movimiento completo.
44537089,2026-07-11,8,35,3,12,90,Realizar el movimiento completo.
47047754,2026-07-16,1,1,3,9,120,
47047754,2026-07-16,2,42,4,11,120,Aumentar el peso si completa todas las series.
47047754,2026-07-16,3,45,5,11,60,
47047754,2026-07-16,4,2,4,12,60,
47047754,2026-07-16,5,9,5,9,120,Controlar la velocidad de ejecución.
47047754,2026-07-16,6,27,3,13,60,Realizar el movimiento completo.
47874930,2026-07-22,1,45,4,11,45,Mantener la técnica durante todo el ejercicio.
47874930,2026-07-22,2,32,5,12,60,Evitar impulsos.
47874930,2026-07-22,3,16,5,13,45,Evitar impulsos.
47874930,2026-07-22,4,35,3,11,60,
47874930,2026-07-22,5,41,5,10,120,Realizar el movimiento completo.
47874930,2026-07-22,6,15,3,10,90,
47874930,2026-07-22,7,18,5,15,60,Aumentar el peso si completa todas las series.
47874930,2026-07-22,8,14,3,12,60,
47874930,2026-07-24,1,29,5,8,90,
47874930,2026-07-24,2,36,3,8,30,Reducir el peso si pierde la técnica.
47874930,2026-07-24,3,8,3,10,120,
47874930,2026-07-24,4,23,3,10,30,
47874930,2026-07-24,5,19,3,8,45,Realizar el movimiento completo.
47874930,2026-07-24,6,40,5,9,60,
47874930,2026-07-24,7,24,4,10,30,Controlar la velocidad de ejecución.
34721320,2026-01-19,1,3,5,11,120,Aumentar el peso si completa todas las series.
34721320,2026-01-19,2,43,3,12,120,Controlar la velocidad de ejecución.
34721320,2026-01-19,3,2,3,8,30,
34721320,2026-01-19,4,12,3,8,60,Controlar la velocidad de ejecución.
34721320,2026-01-19,5,18,5,9,30,Evitar impulsos.
34721320,2026-01-19,6,29,4,15,120,
34721320,2026-07-12,1,52,4,13,120,
34721320,2026-07-12,2,41,4,8,60,Evitar impulsos.
34721320,2026-07-12,3,45,4,15,30,Reducir el peso si pierde la técnica.
34721320,2026-07-12,4,29,4,12,120,
34721320,2026-07-12,5,50,5,9,30,
34721320,2026-07-12,6,17,4,9,90,
34721320,2026-03-12,1,28,4,13,60,
34721320,2026-03-12,2,33,3,9,60,
34721320,2026-03-12,3,37,3,9,45,
34721320,2026-03-12,4,52,3,12,45,Mantener la técnica durante todo el ejercicio.
34721320,2026-03-12,5,4,5,14,45,
34721320,2026-03-12,6,14,5,10,30,Mantener la técnica durante todo el ejercicio.
34721320,2026-03-12,7,6,5,8,60,Aumentar el peso si completa todas las series.
34560532,2026-07-16,1,21,3,10,90,
34560532,2026-07-16,2,34,5,13,30,
34560532,2026-07-16,3,19,4,8,45,
34560532,2026-07-16,4,54,3,14,45,Aumentar el peso si completa todas las series.
34560532,2026-07-16,5,32,5,13,45,Aumentar el peso si completa todas las series.
34560532,2026-07-16,6,52,5,12,120,Evitar impulsos.
42825142,2026-07-30,1,16,4,15,90,
42825142,2026-07-30,2,51,5,13,60,Realizar el movimiento completo.
42825142,2026-07-30,3,3,3,10,45,
42825142,2026-07-30,4,5,4,11,60,Mantener la técnica durante todo el ejercicio.
42825142,2026-07-30,5,21,5,10,30,Reducir el peso si pierde la técnica.
42825142,2026-07-30,6,25,4,9,30,Aumentar el peso si completa todas las series.
42825142,2026-07-30,7,2,5,10,45,Controlar la velocidad de ejecución.
42825142,2026-07-30,8,8,4,11,45,Mantener la técnica durante todo el ejercicio.
42825142,2026-07-30,9,39,4,12,30,Controlar la velocidad de ejecución.
42825142,2026-07-30,10,23,5,12,120,
42825142,2026-07-19,1,1,5,10,60,Controlar la velocidad de ejecución.
42825142,2026-07-19,2,30,5,12,60,Mantener la técnica durante todo el ejercicio.
42825142,2026-07-19,3,2,4,9,90,Evitar impulsos.
42825142,2026-07-19,4,36,4,14,120,
42825142,2026-07-19,5,13,4,15,120,Evitar impulsos.
42825142,2026-07-19,6,18,3,9,90,
42825142,2026-07-19,7,52,3,8,60,
42825142,2026-07-19,8,44,4,14,45,
39967915,2026-07-09,1,16,3,15,120,
39967915,2026-07-09,2,12,5,9,30,
39967915,2026-07-09,3,48,3,12,120,Controlar la velocidad de ejecución.
39967915,2026-07-09,4,22,4,10,120,
39967915,2026-07-09,5,20,5,13,60,Aumentar el peso si completa todas las series.
39967915,2026-07-09,6,34,5,15,45,Aumentar el peso si completa todas las series.
39967915,2026-05-11,1,31,3,13,45,
39967915,2026-05-11,2,40,3,12,45,Controlar la velocidad de ejecución.
39967915,2026-05-11,3,33,3,9,45,Evitar impulsos.
39967915,2026-05-11,4,49,3,8,60,
39967915,2026-05-11,5,1,4,15,60,Reducir el peso si pierde la técnica.
39967915,2026-05-11,6,17,4,10,90,
39967915,2026-05-11,7,13,4,8,90,Mantener la técnica durante todo el ejercicio.
39967915,2026-07-15,1,53,3,8,120,
39967915,2026-07-15,2,29,3,8,60,Realizar el movimiento completo.
39967915,2026-07-15,3,9,5,12,90,Reducir el peso si pierde la técnica.
39967915,2026-07-15,4,51,3,9,120,
39967915,2026-07-15,5,4,4,10,45,Aumentar el peso si completa todas las series.
39967915,2026-07-15,6,18,5,9,45,Realizar el movimiento completo.
39967915,2026-07-15,7,6,5,10,60,
45511257,2026-07-30,1,42,3,13,120,Reducir el peso si pierde la técnica.
45511257,2026-07-30,2,25,5,15,90,
45511257,2026-07-30,3,51,4,11,30,
45511257,2026-07-30,4,13,4,12,60,
45511257,2026-07-30,5,3,3,12,30,Reducir el peso si pierde la técnica.
45511257,2026-07-30,6,1,4,13,60,
45511257,2026-07-30,7,10,5,15,60,Reducir el peso si pierde la técnica.
45511257,2026-07-28,1,10,3,15,90,Aumentar el peso si completa todas las series.
45511257,2026-07-28,2,34,3,15,90,Mantener la técnica durante todo el ejercicio.
45511257,2026-07-28,3,54,4,14,30,
45511257,2026-07-28,4,16,5,10,60,Realizar el movimiento completo.
45511257,2026-07-28,5,53,3,14,45,Mantener la técnica durante todo el ejercicio.
45511257,2026-07-28,6,39,4,12,30,Aumentar el peso si completa todas las series.
45511257,2026-07-28,7,2,3,12,120,
45511257,2026-07-28,8,36,4,11,120,
45511257,2026-07-28,9,4,5,14,90,Aumentar el peso si completa todas las series.
38843621,2026-07-06,1,1,5,9,90,Realizar el movimiento completo.
38843621,2026-07-06,2,16,5,13,45,Controlar la velocidad de ejecución.
38843621,2026-07-06,3,40,5,11,120,Mantener la técnica durante todo el ejercicio.
38843621,2026-07-06,4,29,5,15,45,Controlar la velocidad de ejecución.
38843621,2026-07-06,5,26,4,8,45,Mantener la técnica durante todo el ejercicio.
38843621,2026-07-06,6,28,4,13,30,Evitar impulsos.
38843621,2026-07-06,7,43,5,15,60,Reducir el peso si pierde la técnica.
38843621,2026-07-06,8,30,3,14,45,
38843621,2026-07-06,9,27,3,10,30,Controlar la velocidad de ejecución.
41540353,2026-07-19,1,31,5,11,90,Realizar el movimiento completo.
41540353,2026-07-19,2,7,3,14,90,
41540353,2026-07-19,3,25,4,13,30,Reducir el peso si pierde la técnica.
41540353,2026-07-19,4,5,3,9,30,Aumentar el peso si completa todas las series.
41540353,2026-07-19,5,17,4,8,45,
41540353,2026-07-19,6,44,5,10,30,Controlar la velocidad de ejecución.
41540353,2026-07-19,7,10,5,10,120,Controlar la velocidad de ejecución.
41540353,2026-07-19,8,40,5,14,45,
41540353,2026-07-18,1,3,4,9,90,
41540353,2026-07-18,2,5,3,13,120,
41540353,2026-07-18,3,43,3,11,90,Aumentar el peso si completa todas las series.
41540353,2026-07-18,4,9,3,9,90,Evitar impulsos.
41540353,2026-07-18,5,19,4,14,45,Mantener la técnica durante todo el ejercicio.
41540353,2026-07-18,6,53,4,12,90,
41540353,2026-07-18,7,10,5,15,45,
41540353,2026-07-18,8,25,5,10,120,Controlar la velocidad de ejecución.
41540353,2026-07-18,9,17,5,14,90,Aumentar el peso si completa todas las series.
41540353,2026-02-15,1,28,3,12,60,
41540353,2026-02-15,2,16,4,12,120,Realizar el movimiento completo.
41540353,2026-02-15,3,38,4,13,120,
41540353,2026-02-15,4,4,4,10,45,
41540353,2026-02-15,5,45,4,13,30,Aumentar el peso si completa todas las series.
41540353,2026-02-15,6,31,3,15,45,
41540353,2026-02-15,7,11,5,14,60,Aumentar el peso si completa todas las series.
41540353,2026-02-15,8,53,4,11,120,Mantener la técnica durante todo el ejercicio.
41540353,2026-02-15,9,49,4,8,30,
41540353,2026-02-15,10,5,3,13,90,Mantener la técnica durante todo el ejercicio.
41540353,2026-03-09,1,42,4,14,120,Evitar impulsos.
41540353,2026-03-09,2,32,5,15,90,Reducir el peso si pierde la técnica.
41540353,2026-03-09,3,24,3,13,30,Realizar el movimiento completo.
41540353,2026-03-09,4,13,4,11,90,
41540353,2026-03-09,5,46,3,10,30,Mantener la técnica durante todo el ejercicio.
41540353,2026-03-09,6,28,5,11,90,Evitar impulsos.
41540353,2026-03-09,7,2,3,10,90,Aumentar el peso si completa todas las series.
45050220,2026-04-13,1,6,5,8,120,Evitar impulsos.
45050220,2026-04-13,2,17,4,10,30,
45050220,2026-04-13,3,26,3,8,90,
45050220,2026-04-13,4,16,4,10,60,Mantener la técnica durante todo el ejercicio.
45050220,2026-04-13,5,5,3,13,45,
45050220,2026-04-13,6,49,3,12,45,
45050220,2026-04-13,7,39,5,14,60,Controlar la velocidad de ejecución.
45050220,2026-08-07,1,2,4,15,60,Mantener la técnica durante todo el ejercicio.
45050220,2026-08-07,2,38,3,15,45,Aumentar el peso si completa todas las series.
45050220,2026-08-07,3,39,5,14,60,Controlar la velocidad de ejecución.
45050220,2026-08-07,4,8,4,15,30,Aumentar el peso si completa todas las series.
45050220,2026-08-07,5,18,5,10,120,Aumentar el peso si completa todas las series.
45050220,2026-08-07,6,21,5,15,90,Controlar la velocidad de ejecución.
45050220,2026-08-07,7,11,4,10,60,
34646179,2026-01-07,1,47,5,14,45,Controlar la velocidad de ejecución.
34646179,2026-01-07,2,48,5,14,90,Reducir el peso si pierde la técnica.
34646179,2026-01-07,3,10,3,12,45,Realizar el movimiento completo.
34646179,2026-01-07,4,28,5,15,90,
34646179,2026-01-07,5,11,5,11,60,
34646179,2026-01-07,6,41,4,8,120,Realizar el movimiento completo.
34646179,2026-01-07,7,1,4,11,30,
34646179,2026-01-07,8,55,5,14,120,
34646179,2026-01-07,9,39,3,15,30,Aumentar el peso si completa todas las series.
34646179,2026-02-19,1,45,3,12,30,
34646179,2026-02-19,2,53,5,8,30,Aumentar el peso si completa todas las series.
34646179,2026-02-19,3,33,4,9,120,Aumentar el peso si completa todas las series.
34646179,2026-02-19,4,28,5,9,30,
34646179,2026-02-19,5,9,4,12,45,Mantener la técnica durante todo el ejercicio.
34646179,2026-02-19,6,25,5,12,45,
34646179,2026-02-19,7,13,3,15,30,Realizar el movimiento completo.
34646179,2026-02-19,8,8,3,8,45,
34646179,2026-02-19,9,27,3,13,90,
34646179,2026-02-19,10,11,4,13,90,
34646179,2026-07-12,1,52,3,8,45,
34646179,2026-07-12,2,27,5,12,60,
34646179,2026-07-12,3,19,3,8,45,
34646179,2026-07-12,4,54,4,11,60,
34646179,2026-07-12,5,4,5,15,30,Evitar impulsos.
34646179,2026-07-12,6,21,3,8,60,Evitar impulsos.
34646179,2026-07-12,7,23,4,11,45,Realizar el movimiento completo.
34646179,2026-07-12,8,2,3,12,45,Realizar el movimiento completo.
34646179,2026-07-12,9,37,4,10,45,Evitar impulsos.
38149866,2026-02-18,1,37,4,12,45,
38149866,2026-02-18,2,42,5,11,120,Reducir el peso si pierde la técnica.
38149866,2026-02-18,3,15,4,11,120,Realizar el movimiento completo.
38149866,2026-02-18,4,33,4,15,60,
38149866,2026-02-18,5,31,5,12,60,
38149866,2026-02-18,6,49,4,15,90,
38149866,2026-02-18,7,29,4,8,90,Mantener la técnica durante todo el ejercicio.
38149866,2026-07-31,1,7,5,13,120,
38149866,2026-07-31,2,54,5,9,60,Reducir el peso si pierde la técnica.
38149866,2026-07-31,3,32,3,12,30,Controlar la velocidad de ejecución.
38149866,2026-07-31,4,10,3,14,60,
38149866,2026-07-31,5,1,3,12,120,Mantener la técnica durante todo el ejercicio.
38149866,2026-07-31,6,21,5,11,30,Reducir el peso si pierde la técnica.
38149866,2026-07-31,7,15,5,8,60,Aumentar el peso si completa todas las series.
32152774,2026-01-05,1,39,5,13,45,
32152774,2026-01-05,2,37,5,14,45,Evitar impulsos.
32152774,2026-01-05,3,43,5,8,45,Realizar el movimiento completo.
32152774,2026-01-05,4,9,4,10,120,Reducir el peso si pierde la técnica.
32152774,2026-01-05,5,29,5,11,90,Controlar la velocidad de ejecución.
32152774,2026-01-05,6,15,5,9,30,Realizar el movimiento completo.
32152774,2026-01-05,7,42,5,15,30,Evitar impulsos.
32152774,2026-01-05,8,1,3,10,60,Evitar impulsos.
32152774,2026-01-05,9,3,3,10,120,Evitar impulsos.
32152774,2026-01-05,10,11,3,15,90,Realizar el movimiento completo.
32152774,2026-07-21,1,30,4,11,60,Reducir el peso si pierde la técnica.
32152774,2026-07-21,2,45,5,15,90,
32152774,2026-07-21,3,7,4,15,60,
32152774,2026-07-21,4,52,5,13,30,Mantener la técnica durante todo el ejercicio.
32152774,2026-07-21,5,16,3,15,120,
32152774,2026-07-21,6,37,4,10,30,Realizar el movimiento completo.
32152774,2026-07-21,7,13,4,15,30,Reducir el peso si pierde la técnica.
32152774,2026-07-21,8,18,3,8,30,Controlar la velocidad de ejecución.
32152774,2026-02-13,1,45,5,14,90,Realizar el movimiento completo.
32152774,2026-02-13,2,3,4,12,60,Realizar el movimiento completo.
32152774,2026-02-13,3,52,5,8,45,Mantener la técnica durante todo el ejercicio.
32152774,2026-02-13,4,31,3,12,45,Aumentar el peso si completa todas las series.
32152774,2026-02-13,5,25,4,10,90,Realizar el movimiento completo.
32152774,2026-02-13,6,44,4,15,120,
32152774,2026-02-13,7,42,3,15,60,Mantener la técnica durante todo el ejercicio.
32152774,2026-02-13,8,19,3,11,30,Mantener la técnica durante todo el ejercicio.
45448675,2026-02-16,1,25,3,13,30,
45448675,2026-02-16,2,50,4,11,120,Reducir el peso si pierde la técnica.
45448675,2026-02-16,3,8,4,11,60,Mantener la técnica durante todo el ejercicio.
45448675,2026-02-16,4,24,3,12,45,
45448675,2026-02-16,5,21,5,9,30,Controlar la velocidad de ejecución.
45448675,2026-02-16,6,23,5,10,90,Realizar el movimiento completo.
45448675,2026-02-16,7,2,5,15,30,Controlar la velocidad de ejecución.
45448675,2026-02-16,8,47,5,12,30,
45448675,2026-02-16,9,22,5,11,45,
45448675,2026-07-10,1,47,4,15,60,
45448675,2026-07-10,2,8,5,11,90,Aumentar el peso si completa todas las series.
45448675,2026-07-10,3,18,4,10,90,Realizar el movimiento completo.
45448675,2026-07-10,4,51,4,13,30,Mantener la técnica durante todo el ejercicio.
45448675,2026-07-10,5,13,5,10,60,
45448675,2026-07-10,6,37,5,9,30,Aumentar el peso si completa todas las series.
45448675,2026-07-10,7,11,4,13,30,
45448675,2026-07-10,8,30,3,8,90,Aumentar el peso si completa todas las series.
45448675,2026-07-10,9,12,5,15,45,Mantener la técnica durante todo el ejercicio.
46857212,2026-07-22,1,20,4,8,90,Mantener la técnica durante todo el ejercicio.
46857212,2026-07-22,2,55,3,12,45,Mantener la técnica durante todo el ejercicio.
46857212,2026-07-22,3,5,5,8,90,Evitar impulsos.
46857212,2026-07-22,4,29,3,10,90,Controlar la velocidad de ejecución.
46857212,2026-07-22,5,41,5,8,120,Realizar el movimiento completo.
46857212,2026-07-22,6,43,3,11,30,Aumentar el peso si completa todas las series.
46857212,2026-07-22,7,7,3,8,60,
46857212,2026-05-16,1,40,4,8,45,Mantener la técnica durante todo el ejercicio.
46857212,2026-05-16,2,25,5,9,90,Reducir el peso si pierde la técnica.
46857212,2026-05-16,3,12,4,14,60,Controlar la velocidad de ejecución.
46857212,2026-05-16,4,21,5,10,30,
46857212,2026-05-16,5,43,4,8,30,
46857212,2026-05-16,6,20,5,8,120,Realizar el movimiento completo.
46857212,2026-05-16,7,17,3,9,120,
46857212,2026-05-16,8,55,4,9,45,Reducir el peso si pierde la técnica.
46857212,2026-05-16,9,2,5,12,45,
46857212,2026-05-16,10,48,4,10,45,Aumentar el peso si completa todas las series.
46857212,2026-07-14,1,39,5,13,90,Reducir el peso si pierde la técnica.
46857212,2026-07-14,2,27,4,11,30,Realizar el movimiento completo.
46857212,2026-07-14,3,9,5,11,90,Evitar impulsos.
46857212,2026-07-14,4,40,4,10,30,Realizar el movimiento completo.
46857212,2026-07-14,5,51,4,14,30,
46857212,2026-07-14,6,29,3,8,45,Mantener la técnica durante todo el ejercicio.
30421801,2026-07-07,1,29,5,14,90,Aumentar el peso si completa todas las series.
30421801,2026-07-07,2,13,4,10,90,Reducir el peso si pierde la técnica.
30421801,2026-07-07,3,40,3,15,60,Controlar la velocidad de ejecución.
30421801,2026-07-07,4,37,4,9,60,
30421801,2026-07-07,5,15,4,9,60,
30421801,2026-07-07,6,50,4,14,120,
30421801,2026-07-07,7,19,5,10,30,Realizar el movimiento completo.
30421801,2026-07-07,8,39,4,12,30,
30421801,2026-04-17,1,7,4,15,45,Evitar impulsos.
30421801,2026-04-17,2,21,4,15,30,Aumentar el peso si completa todas las series.
30421801,2026-04-17,3,3,5,8,45,Mantener la técnica durante todo el ejercicio.
30421801,2026-04-17,4,16,3,8,120,
30421801,2026-04-17,5,46,4,10,120,
30421801,2026-04-17,6,11,3,13,120,Reducir el peso si pierde la técnica.
30421801,2026-07-18,1,53,5,14,90,
30421801,2026-07-18,2,26,5,11,60,Evitar impulsos.
30421801,2026-07-18,3,46,5,13,60,Mantener la técnica durante todo el ejercicio.
30421801,2026-07-18,4,40,4,11,45,
30421801,2026-07-18,5,38,5,11,90,Reducir el peso si pierde la técnica.
30421801,2026-07-18,6,43,3,14,45,
30421801,2026-07-18,7,41,4,14,45,
30421801,2026-07-18,8,4,5,8,30,
30421801,2026-06-14,1,29,4,15,120,Realizar el movimiento completo.
30421801,2026-06-14,2,50,4,14,45,
30421801,2026-06-14,3,33,4,13,60,Aumentar el peso si completa todas las series.
30421801,2026-06-14,4,17,4,12,60,
30421801,2026-06-14,5,51,3,13,90,Controlar la velocidad de ejecución.
30421801,2026-06-14,6,48,5,12,45,Controlar la velocidad de ejecución.
